Application mode,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Class
8.0,1.0,0.0,0.0,0.0,1.0,18.0,6.0,7.0,6.0,13.125430350622183,6.0,8.0,5.0,14.39697368221667,1
12.0,0.0,0.0,1.0,0.0,0.0,24.0,6.0,11.0,6.0,13.449256816684777,6.0,12.0,5.0,13.01617553628797,1
1.0,1.0,0.0,1.0,0.0,0.0,18.0,6.0,7.0,5.0,12.692507929997383,6.0,8.0,4.0,12.356595211239206,1
8.0,0.0,0.0,1.0,0.0,0.0,19.0,5.0,10.0,3.0,11.367234081352068,5.0,10.0,3.0,10.962066880386304,1
13.0,0.0,0.0,1.0,0.0,0.0,37.0,7.0,12.0,5.0,12.726689920687349,7.0,12.0,4.0,13.008835383942847,1
12.0,0.0,0.0,1.0,1.0,0.0,27.0,2.0,2.0,2.0,12.620298486062303,5.0,5.0,2.0,12.64860401219461,1
8.0,0.0,0.0,0.0,1.0,0.0,19.0,6.0,7.0,5.0,12.438689966896835,6.0,8.0,4.0,13.007913856865262,1
15.0,0.0,0.0,0.0,0.0,0.0,23.0,6.0,11.0,4.0,12.331578135579136,6.0,17.0,2.0,11.549535842476725,1
8.0,1.0,0.0,1.0,1.0,0.0,19.0,5.0,9.0,2.0,10.5,5.0,6.0,4.0,11.882904509670317,1
9.0,0.0,0.0,1.0,0.0,0.0,24.0,5.0,8.0,2.0,11.350692263515597,5.0,9.0,3.0,13.636563896406122,1
8.0,1.0,0.0,1.0,0.0,0.0,18.0,5.0,11.0,2.0,11.285571647041534,5.0,11.0,3.0,12.283120207481932,1
6.0,0.0,0.0,1.0,0.0,0.0,23.0,7.0,8.0,6.0,13.284578308084178,5.0,7.0,5.0,12.106933916202195,1
1.0,0.0,0.0,1.0,1.0,1.0,19.0,5.0,6.0,5.0,11.76133518214215,5.0,10.0,3.0,12.15069917926299,1
12.0,1.0,0.0,1.0,0.0,0.0,21.0,8.0,12.0,7.0,11.26889203360035,6.0,13.0,5.0,10.941863647743665,1
1.0,1.0,0.0,1.0,0.0,1.0,18.0,6.0,6.0,6.0,11.858158932035986,6.0,10.0,4.0,10.967297023021429,1
15.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,9.0,2.0,14.063881000793108,5.0,7.0,4.0,11.34345407125862,1
12.0,0.0,0.0,1.0,0.0,0.0,40.0,6.0,8.0,5.0,11.702501690529742,6.0,11.0,3.0,11.283595334871633,1
16.0,1.0,0.0,1.0,0.0,0.0,21.0,8.0,10.0,6.0,13.29841193394218,8.0,14.0,4.0,12.619570094165553,1
12.0,0.0,0.0,1.0,0.0,0.0,29.0,5.0,13.0,4.0,10.754379847389064,5.0,10.0,4.0,10.5,1
1.0,1.0,0.0,1.0,0.0,1.0,18.0,6.0,6.0,6.0,12.15437603049336,6.0,10.0,4.0,11.19072934871499,1
10.0,0.0,0.0,1.0,0.0,1.0,20.0,6.0,13.0,2.0,10.174420054799928,6.0,10.0,4.0,11.325586180839759,1
1.0,0.0,0.0,1.0,0.0,0.0,20.0,6.0,12.0,4.0,11.8785000099146,6.0,15.0,2.0,11.419000006609734,1
1.0,0.0,0.0,1.0,1.0,0.0,18.0,5.0,7.0,1.0,12.886960933813949,5.0,7.0,2.0,10.211948249098846,1
15.0,0.0,0.0,1.0,0.0,0.0,20.0,5.0,14.0,2.0,5.4888793512205964,5.0,15.0,2.0,10.928818699314109,1
12.0,0.0,0.0,1.0,0.0,0.0,24.0,5.0,12.0,4.0,13.696919799626805,5.0,8.0,3.0,12.212320801492783,1
7.0,1.0,0.0,1.0,0.0,0.0,20.0,5.0,13.0,2.0,13.0,5.0,7.0,4.0,12.062818762859552,1
13.0,0.0,0.0,1.0,0.0,0.0,30.0,5.0,5.0,5.0,10.310407410572493,5.0,8.0,4.0,10.960180547247202,1
7.0,1.0,0.0,1.0,0.0,0.0,20.0,5.0,11.0,3.0,11.592749621709942,5.0,8.0,4.0,12.609728110814123,1
6.0,1.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,1.0,0.0,0.0,18.0,5.0,8.0,2.0,10.015238993782791,5.0,8.0,3.0,11.363811320898915,1
8.0,0.0,0.0,1.0,1.0,0.0,20.0,5.0,9.0,3.0,11.450363319216791,5.0,10.0,0.0,0.0,1
2.0,1.0,0.0,1.0,0.0,0.0,19.0,5.0,14.0,3.0,10.854442302552307,5.0,6.0,3.0,10.704158634571149,1
1.0,1.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12.0,0.0,0.0,1.0,0.0,0.0,19.0,5.0,6.0,5.0,12.235378155756557,5.0,7.0,4.0,14.13742297817978,1
8.0,1.0,0.0,1.0,0.0,0.0,18.0,5.0,6.0,4.0,11.998344942007995,5.0,7.0,4.0,12.498758706505996,1
1.0,1.0,0.0,1.0,0.0,0.0,18.0,6.0,9.0,5.0,12.651702436934691,6.0,10.0,6.0,12.552031540730066,1
15.0,0.0,1.0,1.0,0.0,0.0,41.0,9.0,14.0,7.0,12.935717441091834,8.0,14.0,8.0,13.581624868370675,1
1.0,0.0,0.0,1.0,0.0,0.0,26.0,6.0,6.0,5.0,10.868598723800183,6.0,8.0,4.0,11.294637612629515,1
12.0,0.0,0.0,1.0,0.0,0.0,32.0,5.0,6.0,4.0,13.845324537023656,5.0,6.0,4.0,13.84892254899127,1
5.0,1.0,0.0,1.0,0.0,0.0,18.0,7.0,8.0,6.0,11.553671399176649,7.0,8.0,6.0,12.967308024689919,1
9.0,0.0,0.0,1.0,0.0,0.0,19.0,6.0,10.0,4.0,13.11347575132183,6.0,9.0,4.0,13.07959006907727,1
12.0,0.0,0.0,1.0,0.0,0.0,27.0,6.0,11.0,5.0,12.10629763104732,6.0,15.0,5.0,12.049872983873813,1
4.0,1.0,0.0,1.0,0.0,0.0,18.0,5.0,11.0,5.0,13.400185062071607,5.0,7.0,5.0,12.079851950342714,1
8.0,1.0,0.0,1.0,0.0,0.0,19.0,6.0,6.0,6.0,13.224424154171357,6.0,7.0,6.0,12.839546194013906,1
14.0,0.0,0.0,1.0,0.0,0.0,46.0,9.0,13.0,9.0,11.467900389280231,7.0,10.0,7.0,11.235774930779916,1
1.0,1.0,0.0,1.0,0.0,0.0,18.0,6.0,11.0,3.0,11.980524880076558,6.0,11.0,2.0,8.628618944673711,1
1.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,7.0,4.0,11.630856252867515,5.0,7.0,4.0,13.281906245220808,1
12.0,0.0,0.0,1.0,0.0,0.0,27.0,7.0,9.0,6.0,12.362743347109708,7.0,9.0,6.0,11.802623361051529,1
3.0,0.0,0.0,1.0,0.0,0.0,45.0,10.0,12.0,10.0,13.181273472592872,6.0,11.0,6.0,13.351871628800174,1
7.0,0.0,0.0,1.0,1.0,0.0,19.0,5.0,9.0,0.0,0.0,5.0,5.0,0.0,0.0,1
13.0,0.0,0.0,1.0,0.0,0.0,23.0,5.0,14.0,1.0,12.952545319804544,5.0,8.0,4.0,11.226272659902271,1
8.0,0.0,0.0,1.0,0.0,0.0,38.0,4.0,7.0,1.0,11.295582977421777,4.0,7.0,1.0,10.482584452933512,1
1.0,1.0,0.0,1.0,0.0,0.0,17.0,6.0,12.0,5.0,11.179163141556797,6.0,11.0,3.0,10.594306128569034,1
1.0,1.0,0.0,1.0,0.0,0.0,18.0,6.0,8.0,4.0,12.983917307666568,6.0,6.0,4.0,11.846629449258932,1
2.0,1.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,1.0,0.0,0.0,19.0,5.0,11.0,3.0,11.028103985818372,5.0,6.0,3.0,12.57025996454593,1
8.0,0.0,0.0,1.0,0.0,0.0,18.0,5.0,7.0,3.0,11.872004321928321,5.0,10.0,4.0,14.03811920402195,1
15.0,0.0,0.0,1.0,1.0,0.0,20.0,6.0,13.0,4.0,11.735811252845105,6.0,14.0,5.0,11.00957047583712,1
1.0,0.0,0.0,1.0,0.0,0.0,21.0,5.0,6.0,4.0,12.599160905943918,5.0,8.0,5.0,12.2221056813811,1
1.0,1.0,0.0,1.0,0.0,1.0,18.0,8.0,8.0,7.0,13.010530648733974,8.0,8.0,7.0,13.010530648733974,1
7.0,1.0,0.0,1.0,0.0,0.0,18.0,5.0,9.0,5.0,11.93428931104504,5.0,6.0,5.0,11.398231952382337,1
1.0,0.0,0.0,1.0,0.0,0.0,20.0,5.0,13.0,2.0,12.326503871800096,5.0,8.0,4.0,10.839780362122799,1
8.0,0.0,0.0,1.0,0.0,0.0,18.0,5.0,9.0,5.0,11.656308865587489,5.0,8.0,4.0,12.048080465378924,1
1.0,0.0,0.0,1.0,1.0,0.0,19.0,5.0,7.0,5.0,12.755028988428917,5.0,12.0,3.0,11.092548400407615,1
1.0,0.0,0.0,1.0,0.0,0.0,19.0,6.0,8.0,3.0,11.922593715206046,6.0,10.0,5.0,13.32298818572713,1
7.0,0.0,0.0,1.0,0.0,0.0,18.0,5.0,9.0,1.0,11.0,5.0,10.0,0.0,0.0,1
14.0,0.0,0.0,1.0,0.0,0.0,24.0,6.0,10.0,5.0,11.666948173343508,6.0,12.0,4.0,12.648707955072725,1
1.0,0.0,0.0,1.0,0.0,0.0,19.0,7.0,9.0,5.0,14.07189154786324,8.0,8.0,7.0,13.451076823031224,1
8.0,0.0,0.0,1.0,0.0,0.0,18.0,7.0,8.0,0.0,0.0,7.0,7.0,0.0,0.0,1
8.0,0.0,0.0,1.0,0.0,0.0,20.0,5.0,8.0,4.0,12.175119112663907,5.0,10.0,2.0,12.197186265449526,1
1.0,0.0,0.0,1.0,0.0,0.0,19.0,6.0,9.0,4.0,12.287271370498079,6.0,9.0,5.0,12.892643050548594,1
15.0,0.0,0.0,1.0,1.0,0.0,20.0,5.0,10.0,2.0,6.551389301189633,5.0,8.0,2.0,13.427792822900438,1
13.0,0.0,0.0,1.0,0.0,0.0,20.0,5.0,8.0,3.0,11.97747057887663,5.0,10.0,4.0,11.200921673934031,1
12.0,0.0,0.0,1.0,0.0,0.0,32.0,6.0,14.0,3.0,12.370848670408341,6.0,12.0,3.0,12.528136502806255,1
1.0,0.0,0.0,1.0,0.0,0.0,20.0,6.0,9.0,5.0,14.393429000735509,6.0,15.0,5.0,13.176357926369985,1
12.0,0.0,0.0,1.0,0.0,0.0,24.0,5.0,12.0,4.0,13.66392571308162,5.0,8.0,3.0,12.344297147673524,1
1.0,0.0,0.0,1.0,0.0,0.0,23.0,5.0,11.0,2.0,10.939356061951157,5.0,12.0,1.0,10.961459994565688,1
1.0,1.0,0.0,1.0,1.0,0.0,18.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,8.0,5.0,12.609642203511058,5.0,10.0,4.0,11.065463915322933,1
6.0,1.0,0.0,1.0,0.0,0.0,21.0,6.0,8.0,5.0,13.09215083396196,6.0,7.0,5.0,11.861142834289284,1
1.0,0.0,0.0,1.0,0.0,0.0,19.0,6.0,6.0,6.0,14.684483940815484,6.0,7.0,6.0,14.004572696509921,1
1.0,1.0,0.0,1.0,1.0,0.0,20.0,6.0,8.0,6.0,12.044907391852844,6.0,8.0,4.0,11.822817432962882,1
1.0,1.0,0.0,1.0,0.0,1.0,19.0,6.0,9.0,4.0,12.528040122024525,6.0,8.0,6.0,12.468216632036127,1
12.0,0.0,0.0,1.0,0.0,0.0,34.0,7.0,11.0,4.0,13.363308143980213,7.0,9.0,4.0,10.899506397888876,1
1.0,0.0,0.0,1.0,0.0,0.0,18.0,5.0,9.0,4.0,11.312745018628817,5.0,10.0,4.0,12.053246354926962,1
15.0,0.0,0.0,0.0,0.0,0.0,20.0,6.0,11.0,4.0,12.369412248604192,6.0,11.0,2.0,14.694122486041909,1
8.0,1.0,0.0,1.0,1.0,0.0,18.0,5.0,11.0,3.0,11.470634083111712,5.0,9.0,4.0,11.69997401957003,1
6.0,0.0,0.0,1.0,0.0,0.0,19.0,5.0,9.0,5.0,13.885041752585014,5.0,10.0,3.0,13.353462422673488,1
8.0,1.0,0.0,1.0,0.0,0.0,20.0,5.0,11.0,2.0,12.866131802013928,5.0,9.0,3.0,12.200802296979107,1
1.0,1.0,0.0,1.0,0.0,0.0,18.0,5.0,8.0,4.0,12.232691821910278,5.0,6.0,4.0,11.636126685914821,1
8.0,1.0,0.0,1.0,1.0,0.0,19.0,5.0,7.0,3.0,12.155635796375117,5.0,9.0,3.0,11.866082054981291,1
14.0,1.0,0.0,0.0,0.0,0.0,21.0,5.0,8.0,0.0,0.0,5.0,7.0,0.0,0.0,1
12.0,1.0,0.0,1.0,0.0,0.0,24.0,6.0,13.0,5.0,11.683699651539662,6.0,11.0,4.0,11.904189460089395,1
12.0,0.0,0.0,1.0,0.0,0.0,25.0,6.0,9.0,6.0,14.327444322449146,6.0,12.0,5.0,13.553339778602618,1
7.0,1.0,0.0,1.0,0.0,0.0,20.0,5.0,7.0,4.0,11.7644039374408,5.0,8.0,3.0,12.10170303588343,1
13.0,0.0,0.0,1.0,0.0,0.0,38.0,7.0,11.0,4.0,13.0373741318777,7.0,11.0,4.0,13.049184615369477,1
10.0,1.0,0.0,1.0,0.0,0.0,20.0,6.0,12.0,3.0,12.22076416438971,6.0,14.0,3.0,11.706911570234714,1
8.0,1.0,0.0,1.0,0.0,0.0,19.0,5.0,8.0,1.0,10.546460216593658,5.0,11.0,3.0,11.111724693455374,1
10.0,0.0,0.0,1.0,1.0,0.0,20.0,6.0,12.0,3.0,11.087595097086838,6.0,9.0,4.0,12.0,1
14.0,1.0,0.0,0.0,0.0,0.0,18.0,5.0,11.0,3.0,13.340502713489052,5.0,11.0,2.0,12.46117299814112,1
15.0,0.0,0.0,1.0,0.0,0.0,31.0,7.0,15.0,4.0,11.90400003959455,8.0,11.0,4.0,10.671733193762543,1
11.0,0.0,0.0,1.0,0.0,0.0,21.0,5.0,5.0,2.0,4.781697917115961,5.0,9.0,3.0,12.22711963609009,1
12.0,0.0,0.0,1.0,1.0,0.0,24.0,5.0,11.0,0.0,7.4523617035754395,5.0,9.0,1.0,10.537520954003721,1
8.0,1.0,0.0,1.0,1.0,0.0,19.0,5.0,7.0,3.0,11.134305010719817,5.0,10.0,3.0,12.036628639287223,1
1.0,1.0,0.0,1.0,0.0,0.0,18.0,6.0,6.0,5.0,13.14413599689665,6.0,6.0,5.0,12.625244017250973,1
12.0,0.0,0.0,1.0,0.0,0.0,24.0,5.0,10.0,3.0,15.396930571648761,5.0,9.0,5.0,15.410218812622071,1
10.0,1.0,0.0,1.0,0.0,0.0,25.0,6.0,10.0,5.0,11.134224873085754,6.0,11.0,4.0,12.44472646999411,1
14.0,0.0,0.0,1.0,0.0,0.0,19.0,5.0,9.0,4.0,12.046693019468318,5.0,11.0,3.0,12.479894588793398,1
8.0,1.0,0.0,0.0,0.0,1.0,19.0,6.0,8.0,5.0,11.475288295499713,6.0,6.0,6.0,10.988715609676005,1
9.0,0.0,0.0,1.0,0.0,0.0,19.0,6.0,10.0,5.0,13.30789600088791,6.0,7.0,4.0,13.643210103020017,1
12.0,0.0,0.0,1.0,0.0,1.0,31.0,5.0,12.0,4.0,10.522331643779397,5.0,10.0,4.0,10.509925175013066,1
1.0,0.0,0.0,1.0,0.0,0.0,18.0,6.0,9.0,5.0,12.064413483020534,6.0,8.0,2.0,11.599034349865942,1
10.0,1.0,0.0,1.0,0.0,0.0,19.0,5.0,10.0,4.0,10.200527395559273,5.0,10.0,1.0,6.238630084066278,1
1.0,0.0,0.0,1.0,0.0,0.0,18.0,6.0,7.0,5.0,13.005161462214861,6.0,7.0,5.0,11.785669600857174,1
8.0,1.0,0.0,1.0,0.0,0.0,18.0,7.0,8.0,7.0,12.684370799566246,8.0,8.0,7.0,12.893998270816565,1
14.0,0.0,0.0,1.0,0.0,0.0,20.0,6.0,11.0,5.0,12.074684965595848,6.0,12.0,2.0,12.303056768302328,1
12.0,0.0,0.0,1.0,0.0,0.0,29.0,5.0,6.0,5.0,10.42155151683044,5.0,7.0,4.0,10.668427268320091,1
12.0,0.0,0.0,1.0,0.0,0.0,46.0,5.0,12.0,3.0,13.743339540318722,5.0,9.0,5.0,12.481147113361407,1
1.0,0.0,0.0,1.0,0.0,0.0,19.0,6.0,9.0,5.0,13.357253106068349,6.0,9.0,5.0,12.440441880232168,1
8.0,0.0,0.0,1.0,0.0,0.0,18.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,1
8.0,0.0,1.0,1.0,1.0,0.0,36.0,5.0,10.0,2.0,12.332282585864574,5.0,9.0,2.0,11.371467367801769,1
12.0,0.0,0.0,1.0,0.0,0.0,23.0,7.0,12.0,6.0,10.868155103450242,7.0,7.0,6.0,11.863872563219592,1
10.0,0.0,0.0,1.0,0.0,0.0,24.0,5.0,9.0,4.0,11.77994366018846,5.0,5.0,5.0,10.288022535924616,1
1.0,0.0,0.0,1.0,0.0,0.0,19.0,7.0,9.0,5.0,12.26781246480981,7.0,9.0,5.0,11.876036335882056,1
8.0,0.0,0.0,1.0,1.0,0.0,18.0,5.0,8.0,4.0,12.480614076853003,5.0,10.0,5.0,11.229218166828751,1
8.0,0.0,0.0,1.0,0.0,0.0,20.0,5.0,7.0,5.0,13.225294194562537,5.0,8.0,4.0,13.629580095642979,1
12.0,0.0,0.0,1.0,0.0,0.0,40.0,5.0,6.0,4.0,11.560795790857433,5.0,8.0,4.0,12.121591581714869,1
1.0,0.0,0.0,1.0,0.0,0.0,20.0,6.0,13.0,0.0,0.0,6.0,13.0,0.0,0.0,1
15.0,0.0,0.0,1.0,0.0,0.0,20.0,8.0,14.0,6.0,12.466108616977614,8.0,9.0,3.0,11.21185517736318,1
9.0,1.0,0.0,1.0,0.0,0.0,20.0,5.0,8.0,2.0,11.993520147322418,5.0,9.0,3.0,12.643215771262081,1
1.0,0.0,0.0,1.0,0.0,0.0,19.0,6.0,8.0,6.0,13.190044160984618,6.0,12.0,4.0,11.708711359138459,1
8.0,0.0,0.0,1.0,0.0,0.0,18.0,6.0,8.0,4.0,13.156060390417139,6.0,10.0,3.0,10.894539977040933,1
8.0,0.0,0.0,1.0,1.0,0.0,19.0,5.0,7.0,5.0,11.860267358538197,5.0,8.0,4.0,10.550830541147235,1
1.0,0.0,0.0,1.0,0.0,0.0,19.0,6.0,10.0,5.0,12.298122787607605,6.0,8.0,5.0,12.302734728798516,1
1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3.0,1.0,0.0,1.0,0.0,1.0,18.0,6.0,9.0,4.0,11.089103569258707,6.0,12.0,4.0,10.920172432696674,1
12.0,0.0,0.0,1.0,0.0,0.0,25.0,5.0,8.0,3.0,11.0,5.0,7.0,3.0,11.982784407198421,1
12.0,0.0,0.0,1.0,0.0,0.0,24.0,6.0,13.0,6.0,11.993455164247608,7.0,13.0,6.0,11.964223988504328,1
8.0,0.0,0.0,1.0,0.0,0.0,18.0,6.0,7.0,5.0,10.968078185544655,6.0,9.0,2.0,10.606798145942047,1
1.0,0.0,0.0,1.0,0.0,0.0,18.0,7.0,11.0,5.0,12.51576100930469,7.0,11.0,4.0,12.777685083366633,1
9.0,1.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,1.0,0.0,0.0,18.0,5.0,9.0,5.0,13.465818217374329,5.0,6.0,5.0,11.867090891312836,1
14.0,0.0,0.0,1.0,0.0,0.0,30.0,6.0,12.0,4.0,12.291703643753806,7.0,9.0,7.0,12.092035627594607,1
13.0,1.0,0.0,1.0,0.0,0.0,18.0,6.0,6.0,0.0,0.0,6.0,10.0,2.0,10.977082083670517,1
5.0,0.0,0.0,1.0,0.0,0.0,20.0,5.0,12.0,3.0,11.51404686032286,5.0,7.0,5.0,12.331016021835165,1
15.0,0.0,0.0,1.0,0.0,0.0,19.0,6.0,13.0,4.0,12.20087867864101,6.0,12.0,2.0,12.301318017961515,1
12.0,0.0,0.0,1.0,0.0,0.0,36.0,5.0,13.0,2.0,10.059751319920212,5.0,7.0,3.0,11.24968148544504,1
1.0,1.0,0.0,1.0,0.0,0.0,19.0,6.0,10.0,3.0,10.794903782935268,6.0,9.0,4.0,11.77284879708224,1
8.0,0.0,1.0,0.0,0.0,0.0,21.0,16.0,18.0,11.0,11.824942565419146,16.0,21.0,10.0,11.218534620321797,1
8.0,0.0,0.0,1.0,0.0,0.0,19.0,6.0,6.0,6.0,12.71375383971549,6.0,6.0,6.0,12.896529910953051,1
1.0,0.0,0.0,1.0,0.0,0.0,19.0,6.0,9.0,5.0,13.074391814158794,7.0,8.0,6.0,12.776046139065828,1
12.0,0.0,0.0,1.0,0.0,0.0,48.0,6.0,7.0,5.0,11.293644322816508,6.0,10.0,4.0,11.68714402189303,1
12.0,0.0,0.0,1.0,1.0,0.0,26.0,6.0,11.0,5.0,12.854825738417196,6.0,10.0,4.0,12.408300793446932,1
8.0,0.0,0.0,1.0,0.0,0.0,22.0,5.0,7.0,2.0,11.789967752371005,5.0,9.0,3.0,13.353886703102383,1
10.0,0.0,0.0,1.0,0.0,0.0,29.0,5.0,10.0,3.0,10.774862479976392,5.0,8.0,4.0,10.377869038186647,1
8.0,0.0,0.0,1.0,0.0,0.0,19.0,5.0,10.0,4.0,11.129754272951809,5.0,7.0,4.0,11.5778121418792,1
11.0,0.0,0.0,1.0,0.0,0.0,23.0,5.0,9.0,1.0,11.683113595392516,5.0,6.0,3.0,10.531688640460748,1
12.0,1.0,0.0,1.0,0.0,0.0,19.0,6.0,8.0,5.0,11.420386898004562,6.0,8.0,5.0,11.332232138802738,1
8.0,0.0,0.0,1.0,0.0,0.0,18.0,7.0,9.0,5.0,11.609149202701811,7.0,7.0,6.0,12.827687483326557,1
1.0,1.0,0.0,1.0,0.0,0.0,18.0,5.0,6.0,3.0,12.30097892920399,5.0,6.0,3.0,13.262132901548503,1
1.0,1.0,0.0,1.0,0.0,0.0,19.0,5.0,9.0,1.0,10.151069890987717,5.0,9.0,2.0,11.226604836481577,1
1.0,0.0,0.0,1.0,0.0,0.0,19.0,7.0,9.0,5.0,12.044288826615414,7.0,9.0,6.0,11.771784786263737,1
1.0,0.0,0.0,1.0,0.0,0.0,20.0,5.0,12.0,4.0,12.19423136855643,5.0,10.0,3.0,11.36698368342082,1
1.0,0.0,0.0,1.0,0.0,0.0,21.0,6.0,9.0,6.0,11.42472143664255,6.0,10.0,3.0,12.1552697832087,1
1.0,1.0,0.0,1.0,0.0,0.0,19.0,7.0,8.0,6.0,13.65794827894504,8.0,10.0,6.0,12.829325067515411,1
8.0,0.0,0.0,1.0,0.0,1.0,18.0,6.0,11.0,3.0,10.705437767812537,6.0,8.0,3.0,12.036347907324252,1
1.0,1.0,0.0,1.0,0.0,0.0,19.0,7.0,9.0,5.0,13.909118941204284,7.0,11.0,6.0,12.72292613237379,1
11.0,1.0,0.0,1.0,0.0,0.0,25.0,6.0,7.0,5.0,11.416138543017903,6.0,10.0,4.0,11.884989571434913,1
2.0,0.0,0.0,1.0,0.0,0.0,28.0,7.0,9.0,6.0,13.446947357755235,8.0,11.0,6.0,12.211472806780062,1
12.0,0.0,0.0,1.0,1.0,0.0,25.0,5.0,10.0,4.0,12.819310961001104,5.0,6.0,4.0,11.042719845601136,1
3.0,1.0,0.0,1.0,0.0,0.0,22.0,5.0,8.0,3.0,13.218542745977656,5.0,6.0,4.0,12.0,1
3.0,1.0,1.0,0.0,1.0,0.0,19.0,5.0,8.0,0.0,0.0,5.0,6.0,0.0,0.0,1
1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
15.0,0.0,0.0,1.0,0.0,0.0,20.0,5.0,7.0,5.0,12.600099469721835,5.0,9.0,4.0,12.708312610474618,1
12.0,0.0,0.0,0.0,0.0,1.0,45.0,6.0,9.0,4.0,11.783085726146153,6.0,12.0,3.0,10.835413932609724,1
8.0,1.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,1.0,0.0,0.0,19.0,6.0,9.0,5.0,12.28524137808068,6.0,9.0,3.0,12.715862073064395,1
1.0,0.0,0.0,1.0,0.0,0.0,19.0,7.0,9.0,5.0,11.844680666327827,7.0,9.0,5.0,11.844680666327827,1
9.0,0.0,0.0,1.0,0.0,0.0,24.0,5.0,8.0,4.0,11.789048960016284,5.0,9.0,4.0,10.67499381029316,1
5.0,1.0,0.0,1.0,0.0,0.0,19.0,7.0,10.0,5.0,13.426593930676818,7.0,9.0,6.0,12.078465222902219,1
12.0,0.0,0.0,1.0,1.0,0.0,21.0,6.0,7.0,3.0,14.322324287629899,6.0,8.0,4.0,14.364969919462979,1
1.0,1.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14.0,0.0,0.0,1.0,0.0,0.0,20.0,5.0,13.0,2.0,5.234188237379889,5.0,12.0,2.0,11.81846029464304,1
4.0,0.0,0.0,1.0,0.0,0.0,23.0,5.0,8.0,0.0,0.0,5.0,8.0,0.0,0.0,1
15.0,0.0,0.0,1.0,0.0,0.0,20.0,6.0,17.0,3.0,12.086512296801848,6.0,16.0,3.0,11.68742961789911,1
1.0,0.0,0.0,1.0,0.0,0.0,18.0,6.0,10.0,6.0,12.860426167014301,6.0,9.0,6.0,12.646008596095855,1
1.0,1.0,0.0,1.0,0.0,0.0,20.0,5.0,8.0,3.0,10.929627207397834,5.0,11.0,2.0,11.962126166686247,1
1.0,1.0,0.0,1.0,1.0,0.0,20.0,12.0,12.0,11.0,12.264740747763343,11.0,16.0,9.0,12.149858658732112,1
2.0,0.0,0.0,1.0,0.0,0.0,18.0,5.0,8.0,3.0,12.008359171170762,5.0,6.0,4.0,12.99582041441462,1
12.0,0.0,0.0,1.0,0.0,0.0,40.0,5.0,6.0,4.0,11.965411755638717,5.0,8.0,4.0,12.151813834421267,1
12.0,0.0,0.0,1.0,0.0,0.0,47.0,7.0,11.0,4.0,11.81047457802714,7.0,13.0,3.0,11.691339621664138,1
8.0,1.0,0.0,1.0,0.0,0.0,20.0,5.0,8.0,3.0,11.234219536187108,5.0,12.0,2.0,10.706312185525157,1
1.0,1.0,0.0,1.0,0.0,0.0,19.0,6.0,10.0,5.0,13.636278506836083,6.0,9.0,6.0,11.87210260579166,1
8.0,1.0,0.0,1.0,0.0,0.0,21.0,5.0,8.0,3.0,11.980354406869743,5.0,9.0,2.0,12.602818488993336,1
1.0,1.0,0.0,1.0,0.0,0.0,19.0,6.0,6.0,5.0,11.196540669028417,6.0,9.0,5.0,11.510360925674595,1
14.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,7.0,5.0,13.378319961418569,6.0,7.0,4.0,13.29343608348969,1
8.0,0.0,0.0,1.0,0.0,1.0,19.0,6.0,11.0,5.0,12.244522808134617,6.0,10.0,5.0,12.270269452653048,1
1.0,1.0,0.0,1.0,0.0,0.0,18.0,6.0,7.0,6.0,12.976336721427943,6.0,8.0,4.0,13.74368597629793,1
1.0,1.0,0.0,1.0,0.0,0.0,18.0,8.0,9.0,5.0,13.382376795668826,8.0,9.0,5.0,13.382376795668826,1
